Entity 1,Relationship,Entity2,Date,Sha,Change
TestSwarm, Continuous Integration for , JavaScript TestSwarm,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,addition
TestSwarm, Distributed Continuous Integration for , JavaScript ================= TestSwarm,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,addition
TestSwarm, was created by , http://ejohn.org/,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,addition
TestSwarm, only supports Apache as , servers,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,deletion
TestSwarm, supports , Apache,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,deletion
TestSwarm, supports Apache as , servers,2012-03-21 20:45:10,6a1027e1a982fed73b9ab922d7500ee2952b0984,deletion
IRC, is in , http://de.irc2go.com/webchat/?net=freenode&room=jquery-dev,2012-04-02 11:29:57,2a93c0044beb3278f54759083f6ab0a49e11356c,addition
AllowOverride, is , make set,2012-04-02 11:29:57,2a93c0044beb3278f54759083f6ab0a49e11356c,addition
AllowOverride, is , make set to,2012-04-02 11:29:57,2a93c0044beb3278f54759083f6ab0a49e11356c,addition
AllowOverride, is , make set,2012-04-02 12:30:21,1ebf33330a77a6d8bfa680164f5a4316390dd9d3,addition
AllowOverride, is , make set to,2012-04-02 12:30:21,1ebf33330a77a6d8bfa680164f5a4316390dd9d3,addition
IRC, is in , http://de.irc2go.com/webchat/?net=freenode&room=jquery-dev,2012-04-02 12:30:21,1ebf33330a77a6d8bfa680164f5a4316390dd9d3,addition
TestSwarm, was created by , John Resig,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was originally created by , John Resig,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was created by , http://ejohn.org/,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was originally created by , http://ejohn.org/,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was created by , John Resig as tool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was originally created by , John Resig as tool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, distributed , integration testing,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
AllowOverride, make , make set to,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was , originally created,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
AllowOverride, make , make set,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was , created,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was created by , John Resig as abasic tool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
IRC, is in , http://webchat.freenode.net/?channels=jquery-dev,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, was originally created by , John Resig as abasic tool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,addition
TestSwarm, provides , integration testing,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , distributed continuous integration testing for JavaScript.Clone,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
IRC, is in , http://de.irc2go.com/webchat/?net=freenode&room=jquery-dev,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , distributed continuous integration testing,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was , created,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was created by , John Resig,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was originally created by , John Resig,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was created by , John Resig as basictool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , continuous integration testing for JavaScript.Clone,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was created by , http://ejohn.org/,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
AllowOverride, make , make set to,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was originally created by , http://ejohn.org/,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was originally created by , John Resig as basictool,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, was , originally created,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
AllowOverride, make , make set,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , distributed integration testing,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , distributed integration testing for JavaScript.Clone,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
TestSwarm, provides , integration testing for JavaScript.Clone,2012-04-02 13:02:16,76363f83ab00278f8808aeef4ebc37f6b4be29df,deletion
AllowOverride, is , make set,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,addition
TestSwarm, only supports Apache At , moment,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,addition
TestSwarm, supports , Apache,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,addition
TestSwarm, supports Apache At , moment,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,addition
AllowOverride, is , make set to,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,addition
AllowOverride, is , make set,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,deletion
AllowOverride, is , make set to,2012-04-03 23:51:44,f3b59ef7f8d436e8c5e44c871dd794360e8cf961,deletion
RewriteBase, is in , `,2012-05-07 13:16:37,1fa22bc97376b0a2e08dedb7ac1df621a48f1d7b,addition
AllowOverride, is , set,2012-05-07 13:16:37,1fa22bc97376b0a2e08dedb7ac1df621a48f1d7b,addition
TestSwarm, supports Apache/MySQL/PHP At , moment,2012-05-10 06:33:17,4ce73d8656da2276adaa48ef72fce56a57a0a0f0,addition
TestSwarm, supports Apache At , moment,2012-05-10 06:33:17,4ce73d8656da2276adaa48ef72fce56a57a0a0f0,deletion
TestSwarm, only supports Apache At , moment,2012-05-10 06:33:17,4ce73d8656da2276adaa48ef72fce56a57a0a0f0,deletion
TestSwarm, supports , Apache,2012-05-10 06:33:17,4ce73d8656da2276adaa48ef72fce56a57a0a0f0,deletion
TestSwarm, supports , Apache/MySQL/PHP,2012-06-10 15:41:44,ad937e6f1dddc145c5b3e62f940fb08321c12f8e,deletion
FileInfo, is , included,2012-11-28 18:55:49,4c5e659cd2ab28aabdd69a411356fade0a6a71c2,addition
TestSwarm, was , created,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was originally created by , http://ejohn.org/,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was , originally created,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was created by , John Resig,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was created by , http://ejohn.org/,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was originally created by , John Resig,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was originally created by , John Resig as alibrary,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
TestSwarm, was created by , John Resig as alibrary,2018-12-29 00:10:02,8d4a7fc4dc81c13ecbfc8b53dfe80973adc4bee4,deletion
